time,a1m,a2m,a3m,a4m,a5m,x,y,z,cx,cy,cz,x_min,x_max,y_min,y_max
6.492000,1.436364,0.102567,0.648163,-0.126040,-0.009878,-0.002663,0.178397,0.046489,#,#,#,#,#,#,#
6.594000,1.391420,0.115077,0.661467,-0.134044,-0.009879,-0.010245,0.175463,0.045578,#,#,#,#,#,#,#
6.696000,1.346650,0.112894,0.642938,-0.123150,-0.009812,-0.018733,0.177060,0.049332,#,#,#,#,#,#,#
6.798000,1.311865,0.100038,0.606372,-0.101370,-0.009401,-0.026308,0.181182,0.055492,#,#,#,#,#,#,#
6.900000,1.284775,0.079536,0.562721,-0.075633,-0.008731,-0.032991,0.186100,0.062043,#,#,#,#,#,#,#
7.002000,1.261758,0.054172,0.515821,-0.048642,-0.007963,-0.039231,0.191157,0.068491,#,#,#,#,#,#,#
7.104000,1.240953,0.025074,0.466022,-0.020883,-0.007126,-0.045320,0.196236,0.074888,#,#,#,#,#,#,#
7.206000,1.221607,-0.007473,0.413046,0.007586,-0.006224,-0.051378,0.201326,0.081293,#,#,#,#,#,#,#
7.308000,1.203250,-0.043371,0.356751,0.036633,-0.005268,-0.057478,0.206396,0.087698,#,#,#,#,#,#,#
7.410000,1.185377,-0.082529,0.297102,0.066054,-0.004274,-0.063697,0.211390,0.094059,#,#,#,#,#,#,#
7.512000,1.167304,-0.124819,0.234169,0.095577,-0.003268,-0.070158,0.216212,0.100312,#,#,#,#,#,#,#
7.614000,1.147876,-0.169833,0.168529,0.124685,-0.002295,-0.077072,0.220671,0.106328,#,#,#,#,#,#,#
7.716000,1.124198,-0.215067,0.104312,0.151441,-0.001534,-0.084925,0.224125,0.111617,#,#,#,#,#,#,#
7.818000,1.092114,-0.241043,0.071540,0.164015,-0.001459,-0.093548,0.223826,0.113506,#,#,#,#,#,#,#
7.920000,1.061372,-0.227864,0.099004,0.152983,-0.001565,-0.099382,0.218619,0.109949,#,#,#,#,#,#,#
8.022000,1.039340,-0.191208,0.161411,0.127168,-0.002240,-0.101347,0.211225,0.103213,#,#,#,#,#,#,#
8.122000,1.023886,-0.150400,0.228988,0.097774,-0.003177,-0.101135,0.203720,0.095930,#,#,#,#,#,#,#
8.222000,1.011330,-0.112142,0.292919,0.068542,-0.004084,-0.100082,0.196511,0.088758,#,#,#,#,#,#,#
8.322000,1.000318,-0.077209,0.352716,0.039873,-0.004937,-0.098585,0.189557,0.081708,#,#,#,#,#,#,#
8.422000,0.990703,-0.044957,0.409579,0.011387,-0.005772,-0.096660,0.182760,0.074690,#,#,#,#,#,#,#
8.522000,0.982850,-0.014975,0.464188,-0.017107,-0.006610,-0.094241,0.176107,0.067678,#,#,#,#,#,#,#
8.622000,0.977595,0.012984,0.516828,-0.045644,-0.007456,-0.091211,0.169657,0.060704,#,#,#,#,#,#,#
8.722000,0.976527,0.039401,0.567663,-0.074244,-0.008316,-0.087354,0.163541,0.053860,#,#,#,#,#,#,#
8.822000,0.985317,0.065405,0.615208,-0.102033,-0.009124,-0.082030,0.158424,0.047694,#,#,#,#,#,#,#
8.922000,1.019535,0.086831,0.642522,-0.118452,-0.009273,-0.074395,0.157873,0.045239,#,#,#,#,#,#,#
9.022000,1.066069,0.093891,0.636679,-0.115303,-0.009253,-0.067396,0.162502,0.047739,#,#,#,#,#,#,#
9.122000,1.107893,0.089670,0.609160,-0.099490,-0.009187,-0.062359,0.169398,0.053247,#,#,#,#,#,#,#
9.222000,1.142125,0.076705,0.571332,-0.077565,-0.008916,-0.058775,0.176834,0.059727,#,#,#,#,#,#,#
9.322000,1.171346,0.057347,0.529152,-0.053417,-0.008479,-0.055842,0.184214,0.066136,#,#,#,#,#,#,#
9.422000,1.197744,0.033502,0.483975,-0.028172,-0.007940,-0.053133,0.191519,0.072425,#,#,#,#,#,#,#
9.522000,1.222331,0.005962,0.435743,-0.002034,-0.007311,-0.050489,0.198807,0.078696,#,#,#,#,#,#,#
9.622000,1.245601,-0.024969,0.384355,0.024849,-0.006607,-0.047831,0.206099,0.084978,#,#,#,#,#,#,#
9.722000,1.267981,-0.059122,0.329826,0.052268,-0.005848,-0.045080,0.213389,0.091239,#,#,#,#,#,#,#
9.822000,1.290007,-0.096322,0.272255,0.079969,-0.005060,-0.042119,0.220663,0.097429,#,#,#,#,#,#,#
9.922000,1.312482,-0.136206,0.212031,0.107557,-0.004279,-0.038757,0.227888,0.103464,#,#,#,#,#,#,#
10.022000,1.337001,-0.177626,0.150859,0.134093,-0.003599,-0.034576,0.234947,0.109124,#,#,#,#,#,#,#
10.122000,1.367417,-0.212536,0.101201,0.154405,-0.003375,-0.028412,0.240921,0.113230,#,#,#,#,#,#,#
10.222000,1.400447,-0.215024,0.101976,0.153763,-0.003399,-0.020446,0.242325,0.112501,#,#,#,#,#,#,#
10.322000,1.424449,-0.185818,0.151404,0.133481,-0.003855,-0.013932,0.238730,0.107216,#,#,#,#,#,#,#
10.422000,1.439158,-0.144130,0.218895,0.104407,-0.004847,-0.009523,0.232604,0.100134,#,#,#,#,#,#,#
10.522000,1.448888,-0.102791,0.285772,0.074101,-0.005905,-0.006391,0.225866,0.092873,#,#,#,#,#,#,#
10.622000,1.456234,-0.065020,0.348014,0.044482,-0.006887,-0.003929,0.219103,0.085766,#,#,#,#,#,#,#
10.722000,1.461853,-0.030438,0.406558,0.015319,-0.007820,-0.001937,0.212310,0.078738,#,#,#,#,#,#,#
10.822000,1.465541,0.001529,0.462415,-0.013710,-0.008736,-0.000410,0.205412,0.071722,#,#,#,#,#,#,#
10.922000,1.466732,0.031093,0.515982,-0.042669,-0.009640,0.000581,0.198387,0.064720,#,#,#,#,#,#,#
11.022000,1.465974,0.058369,0.567352,-0.071492,-0.010523,0.001192,0.191252,0.057782,#,#,#,#,#,#,#
11.122000,1.457809,0.083654,0.616178,-0.099885,-0.011350,0.000485,0.184024,0.051080,#,#,#,#,#,#,#
11.222000,1.430546,0.105886,0.655590,-0.123518,-0.011744,-0.003589,0.177610,0.045971,#,#,#,#,#,#,#
11.322000,1.385168,0.115914,0.663591,-0.128277,-0.011736,-0.011366,0.175451,0.045834,#,#,#,#,#,#,#
11.422000,1.342296,0.112377,0.642474,-0.115884,-0.011651,-0.019625,0.177433,0.049950,#,#,#,#,#,#,#
11.522000,1.309141,0.098762,0.605460,-0.093958,-0.011220,-0.026946,0.181614,0.056088,#,#,#,#,#,#,#
11.622000,1.283025,0.078099,0.562226,-0.068656,-0.010563,-0.033447,0.186461,0.062507,#,#,#,#,#,#,#
11.722000,1.260632,0.052911,0.515968,-0.042247,-0.009818,-0.039549,0.191421,0.068823,#,#,#,#,#,#,#
11.822000,1.240307,0.024171,0.466908,-0.015116,-0.009008,-0.045515,0.196401,0.075094,#,#,#,#,#,#,#
11.922000,1.221367,-0.007879,0.414779,0.012688,-0.008136,-0.051455,0.201390,0.081374,#,#,#,#,#,#,#
12.022000,1.203373,-0.043145,0.359453,0.041037,-0.007213,-0.057435,0.206361,0.087653,#,#,#,#,#,#,#
12.122000,1.185848,-0.081543,0.300898,0.069738,-0.006255,-0.063530,0.211259,0.093890,#,#,#,#,#,#,#
12.222000,1.168154,-0.122951,0.239174,0.098537,-0.005284,-0.069851,0.215996,0.100027,#,#,#,#,#,#,#
12.322000,1.149232,-0.167008,0.174788,0.126968,-0.004344,-0.076596,0.220396,0.105945,#,#,#,#,#,#,#
12.422000,1.126535,-0.211687,0.111093,0.153420,-0.003581,-0.084198,0.223916,0.111233,#,#,#,#,#,#,#
12.522000,1.095674,-0.240526,0.073667,0.167821,-0.003469,-0.092713,0.224131,0.113585,#,#,#,#,#,#,#
12.622000,1.064741,-0.231487,0.094641,0.159375,-0.003537,-0.098887,0.219444,0.110636,#,#,#,#,#,#,#
12.722000,1.042029,-0.197333,0.153375,0.135418,-0.004113,-0.101243,0.212335,0.104267,#,#,#,#,#,#,#
12.822000,1.025919,-0.156471,0.221168,0.106363,-0.005024,-0.101238,0.204808,0.097001,#,#,#,#,#,#,#
12.922000,1.013063,-0.117651,0.285912,0.077180,-0.005928,-0.100267,0.197553,0.089803,#,#,#,#,#,#,#
13.022000,1.001852,-0.082212,0.346365,0.048588,-0.006773,-0.098830,0.190569,0.082742,#,#,#,#,#,#,#
13.122000,0.992017,-0.049539,0.403724,0.020220,-0.007598,-0.096972,0.183752,0.075722,#,#,#,#,#,#,#
13.222000,0.983867,-0.019170,0.458762,-0.008148,-0.008425,-0.094631,0.177076,0.068709,#,#,#,#,#,#,#
13.322000,0.978146,0.009142,0.511797,-0.036564,-0.009259,-0.091702,0.170589,0.061726,#,#,#,#,#,#,#
13.422000,0.976419,0.035814,0.563015,-0.065048,-0.010106,-0.087970,0.164421,0.054851,#,#,#,#,#,#,#
13.522000,0.982609,0.061927,0.611611,-0.093119,-0.010933,-0.082992,0.158999,0.048480,#,#,#,#,#,#,#
13.622000,1.013135,0.084860,0.643664,-0.112209,-0.011172,-0.075544,0.157558,0.045235,#,#,#,#,#,#,#
13.722000,1.059287,0.094178,0.642122,-0.111513,-0.011157,-0.068310,0.161625,0.047164,#,#,#,#,#,#,#
13.822000,1.102249,0.091222,0.616967,-0.097176,-0.011107,-0.062986,0.168321,0.052328,#,#,#,#,#,#,#
13.922000,1.137468,0.079349,0.580044,-0.075880,-0.010871,-0.059247,0.175739,0.058770,#,#,#,#,#,#,#
14.022000,1.167257,0.060703,0.538254,-0.052031,-0.010458,-0.056253,0.183135,0.065203,#,#,#,#,#,#,#
14.122000,1.193985,0.037376,0.493407,-0.027024,-0.009938,-0.053526,0.190446,0.071502,#,#,#,#,#,#,#
14.222000,1.218802,0.010288,0.445524,-0.001118,-0.009330,-0.050878,0.197735,0.077773,#,#,#,#,#,#,#
14.322000,1.242240,-0.020216,0.394487,0.025549,-0.008645,-0.048226,0.205027,0.084054,#,#,#,#,#,#,#
14.422000,1.264721,-0.053964,0.340296,0.052777,-0.007903,-0.045495,0.212317,0.090321,#,#,#,#,#,#,#
14.522000,1.286758,-0.090784,0.283034,0.080320,-0.007128,-0.042574,0.219595,0.096525,#,#,#,#,#,#,#
14.622000,1.309097,-0.130364,0.223017,0.107818,-0.006355,-0.039289,0.226831,0.102591,#,#,#,#,#,#,#
14.722000,1.333145,-0.171770,0.161591,0.134481,-0.005661,-0.035274,0.233931,0.108334,#,#,#,#,#,#,#
14.822000,1.362453,-0.209073,0.107986,0.156431,-0.005362,-0.029501,0.240237,0.112858,#,#,#,#,#,#,#
14.922000,1.395988,-0.217277,0.099892,0.159270,-0.005375,-0.021586,0.242474,0.112955,#,#,#,#,#,#,#
15.022000,1.421593,-0.191581,0.144112,0.141373,-0.005717,-0.014744,0.239483,0.108170,#,#,#,#,#,#,#
15.122000,1.437398,-0.150585,0.210726,0.113101,-0.006648,-0.010070,0.233573,0.101208,#,#,#,#,#,#,#
15.222000,1.447638,-0.108773,0.278327,0.082912,-0.007697,-0.006801,0.226862,0.093932,#,#,#,#,#,#,#
15.322000,1.455260,-0.070414,0.341361,0.053333,-0.008674,-0.004260,0.220097,0.086805,#,#,#,#,#,#,#
15.422000,1.461134,-0.035346,0.400497,0.024265,-0.009598,-0.002202,0.213314,0.079771,#,#,#,#,#,#,#
15.522000,1.465135,-0.002945,0.456838,-0.004648,-0.010502,-0.000603,0.206435,0.072754,#,#,#,#,#,#,#
15.622000,1.466717,0.027042,0.510854,-0.033500,-0.011396,0.000469,0.199428,0.065748,#,#,#,#,#,#,#
15.722000,1.466329,0.054726,0.562669,-0.062238,-0.012273,0.001146,0.192308,0.058795,#,#,#,#,#,#,#
15.822000,1.459851,0.080369,0.612077,-0.090646,-0.013105,0.000737,0.185086,0.052032,#,#,#,#,#,#,#
15.922000,1.436150,0.103527,0.654270,-0.115707,-0.013601,-0.002695,0.178365,0.046468,#,#,#,#,#,#,#
16.022000,1.392089,0.115928,0.667542,-0.123551,-0.013602,-0.010124,0.175468,0.045556,#,#,#,#,#,#,#
16.124000,1.347204,0.113830,0.649288,-0.112911,-0.013541,-0.018619,0.177015,0.049258,#,#,#,#,#,#,#
16.226000,1.312282,0.100944,0.612710,-0.091356,-0.013154,-0.026209,0.181117,0.055401,#,#,#,#,#,#,#
16.328000,1.285113,0.080335,0.568899,-0.065820,-0.012509,-0.032902,0.186032,0.061951,#,#,#,#,#,#,#
16.430000,1.262057,0.054875,0.521818,-0.039052,-0.011767,-0.039146,0.191088,0.068401,#,#,#,#,#,#,#
16.532000,1.241227,0.025687,0.471832,-0.011536,-0.010959,-0.045235,0.196166,0.074798,#,#,#,#,#,#,#
16.634000,1.221863,-0.006949,0.418657,0.016675,-0.010086,-0.051294,0.201255,0.081203,#,#,#,#,#,#,#
16.736000,1.203496,-0.042929,0.362152,0.045449,-0.009160,-0.057392,0.206327,0.087608,#,#,#,#,#,#,#
16.838000,1.185620,-0.082164,0.302281,0.074582,-0.008198,-0.063609,0.211322,0.093970,#,#,#,#,#,#,#
16.940000,1.167556,-0.124521,0.239115,0.103803,-0.007226,-0.070065,0.216148,0.100225,#,#,#,#,#,#,#
17.042000,1.148160,-0.169604,0.173218,0.132605,-0.006287,-0.076971,0.220614,0.106247,#,#,#,#,#,#,#
17.144000,1.124581,-0.214981,0.108606,0.159115,-0.005556,-0.084806,0.224093,0.111555,#,#,#,#,#,#,#
17.246000,1.092582,-0.241507,0.074893,0.171837,-0.005483,-0.093439,0.223871,0.113520,#,#,#,#,#,#,#
17.348000,1.061738,-0.228759,0.101730,0.161205,-0.005580,-0.099330,0.218714,0.110032,#,#,#,#,#,#,#
17.450000,1.039590,-0.192194,0.164149,0.135790,-0.006225,-0.101338,0.211333,0.103318,#,#,#,#,#,#,#
17.552000,1.023802,-0.150475,0.233358,0.106132,-0.007151,-0.101130,0.203677,0.095890,#,#,#,#,#,#,#
17.654000,1.011024,-0.111398,0.298769,0.076620,-0.008049,-0.100048,0.196329,0.088576,#,#,#,#,#,#,#
17.756000,0.999841,-0.075758,0.359895,0.047664,-0.008892,-0.098506,0.189243,0.081388,#,#,#,#,#,#,#
17.858000,0.990121,-0.042871,0.418005,0.018868,-0.009721,-0.096516,0.182318,0.074229,#,#,#,#,#,#,#
17.960000,0.982275,-0.012314,0.473790,-0.009954,-0.010555,-0.094007,0.175545,0.067080,#,#,#,#,#,#,#
18.062000,0.977248,0.016180,0.527543,-0.038836,-0.011397,-0.090845,0.168992,0.059973,#,#,#,#,#,#,#
18.164000,0.976734,0.043181,0.579414,-0.067789,-0.012255,-0.086809,0.162799,0.053023,#,#,#,#,#,#,#
18.266000,0.988635,0.069806,0.626878,-0.095321,-0.013004,-0.081011,0.157960,0.047001,#,#,#,#,#,#,#
18.368000,1.027031,0.089892,0.649424,-0.108666,-0.013072,-0.073129,0.158376,0.045394,#,#,#,#,#,#,#
18.470000,1.074424,0.094545,0.638672,-0.102729,-0.013046,-0.066309,0.163677,0.048581,#,#,#,#,#,#,#
18.572000,1.115484,0.088289,0.607631,-0.084988,-0.012952,-0.061534,0.170918,0.054562,#,#,#,#,#,#,#
18.674000,1.149051,0.073278,0.567621,-0.062083,-0.012637,-0.058078,0.178510,0.061189,#,#,#,#,#,#,#
18.776000,1.178032,0.052182,0.523645,-0.037332,-0.012176,-0.055165,0.186014,0.067687,#,#,#,#,#,#,#
18.878000,1.204422,0.026704,0.476562,-0.011545,-0.011615,-0.052429,0.193457,0.074090,#,#,#,#,#,#,#
18.980000,1.229089,-0.002487,0.426255,0.015112,-0.010968,-0.049735,0.200891,0.080490,#,#,#,#,#,#,#
19.082000,1.252508,-0.035147,0.372647,0.042468,-0.010251,-0.047005,0.208329,0.086896,#,#,#,#,#,#,#
19.184000,1.275155,-0.071101,0.315780,0.070288,-0.009486,-0.044146,0.215762,0.093266,#,#,#,#,#,#,#
19.286000,1.297665,-0.110132,0.255811,0.098277,-0.008703,-0.041017,0.223170,0.099539,#,#,#,#,#,#,#
19.388000,1.321068,-0.151695,0.193418,0.125906,-0.007952,-0.037360,0.230502,0.105599,#,#,#,#,#,#,#
19.490000,1.347760,-0.193504,0.132138,0.151511,-0.007395,-0.032532,0.237521,0.111050,#,#,#,#,#,#,#
19.592000,1.381337,-0.218840,0.097595,0.164931,-0.007349,-0.025194,0.242189,0.113604,#,#,#,#,#,#,#
19.694000,1.412017,-0.205892,0.122353,0.155017,-0.007462,-0.017390,0.241282,0.110650,#,#,#,#,#,#,#
19.796000,1.431882,-0.168120,0.184613,0.129334,-0.008198,-0.011750,0.236162,0.104146,#,#,#,#,#,#,#
19.898000,1.444087,-0.124762,0.254675,0.098897,-0.009247,-0.007954,0.229482,0.096737,#,#,#,#,#,#,#
20.000000,1.452676,-0.084161,0.320929,0.068591,-0.010258,-0.005131,0.222578,0.089405,#,#,#,#,#,#,#
20.102000,1.459287,-0.047218,0.382642,0.038948,-0.011200,-0.002865,0.215677,0.082209,#,#,#,#,#,#,#
20.204000,1.464056,-0.013231,0.441119,0.009558,-0.012113,-0.001072,0.208699,0.075050,#,#,#,#,#,#,#
20.306000,1.466535,0.018198,0.497069,-0.019767,-0.013016,0.000203,0.201594,0.067898,#,#,#,#,#,#,#
20.408000,1.466666,0.047201,0.550709,-0.049006,-0.013905,0.000992,0.194363,0.060782,#,#,#,#,#,#,#
20.510000,1.462685,0.073981,0.601986,-0.078018,-0.014762,0.001041,0.187021,0.053802,#,#,#,#,#,#,#
20.612000,1.444375,0.098700,0.648468,-0.105260,-0.015429,-0.001422,0.179834,0.047554,#,#,#,#,#,#,#
20.714000,1.402820,0.114985,0.670720,-0.118403,-0.015469,-0.008236,0.175671,0.045287,#,#,#,#,#,#,#
20.816000,1.356399,0.115684,0.658434,-0.111272,-0.015433,-0.016781,0.176369,0.048115,#,#,#,#,#,#,#
20.918000,1.319234,0.104948,0.624642,-0.091471,-0.015143,-0.024611,0.180091,0.053957,#,#,#,#,#,#,#
21.020000,1.290702,0.085656,0.581778,-0.066536,-0.014545,-0.031465,0.184916,0.060498,#,#,#,#,#,#,#
21.122000,1.266954,0.061049,0.535222,-0.040063,-0.013832,-0.037776,0.189960,0.066972,#,#,#,#,#,#,#
21.224000,1.245717,0.032580,0.485793,-0.012823,-0.013052,-0.043885,0.195034,0.073373,#,#,#,#,#,#,#
21.326000,1.226070,0.000633,0.433224,0.015118,-0.012208,-0.049944,0.200122,0.079776,#,#,#,#,#,#,#
21.428000,1.207521,-0.034675,0.377338,0.043650,-0.011307,-0.056027,0.205202,0.086184,#,#,#,#,#,#,#
21.530000,1.189586,-0.073252,0.318085,0.072581,-0.010367,-0.062209,0.210220,0.092560,#,#,#,#,#,#,#
21.632000,1.171638,-0.114990,0.255494,0.101663,-0.009411,-0.068598,0.215095,0.098846,#,#,#,#,#,#,#
21.734000,1.152687,-0.159585,0.189948,0.130471,-0.008476,-0.075376,0.219668,0.104939,#,#,#,#,#,#,#
21.836000,1.130489,-0.205544,0.123923,0.157735,-0.007679,-0.082940,0.223490,0.110507,#,#,#,#,#,#,#
21.938000,1.100140,-0.239373,0.078643,0.175132,-0.007495,-0.091623,0.224424,0.113590,#,#,#,#,#,#,#
22.040000,1.067894,-0.234698,0.093093,0.169224,-0.007538,-0.098385,0.220152,0.111204,#,#,#,#,#,#,#
22.142000,1.043823,-0.201513,0.150751,0.146174,-0.008041,-0.101150,0.213044,0.104933,#,#,#,#,#,#,#
22.244000,1.026966,-0.159828,0.220096,0.117018,-0.008931,-0.101282,0.205360,0.097543,#,#,#,#,#,#,#
22.346000,1.013706,-0.119904,0.286711,0.087514,-0.009830,-0.100333,0.197938,0.090190,#,#,#,#,#,#,#
22.448000,1.002208,-0.083500,0.348805,0.058610,-0.010669,-0.098886,0.190804,0.082984,#,#,#,#,#,#,#
22.550000,0.992141,-0.049988,0.407629,0.029935,-0.011487,-0.097001,0.183848,0.075824,#,#,#,#,#,#,#
