time,a1m,a2m,a3m,a4m,a5m,x,y,z,cx,cy,cz,x_min,x_max,y_min,y_max
21.224000,1.245717,0.061254,0.480864,-0.008995,-0.012986,-0.043892,0.195056,0.080527,#,#,#,#,#,#,#
21.326000,1.226070,0.026588,0.426678,0.019678,-0.012071,-0.049952,0.200145,0.086967,#,#,#,#,#,#,#
21.428000,1.207521,-0.011334,0.369125,0.048863,-0.011108,-0.056036,0.205225,0.093411,#,#,#,#,#,#,#
21.530000,1.189586,-0.052443,0.308133,0.078374,-0.010112,-0.062219,0.210245,0.099823,#,#,#,#,#,#,#
21.632000,1.171639,-0.096625,0.243721,0.107960,-0.009107,-0.068609,0.215120,0.106145,#,#,#,#,#,#,#
21.734000,1.152688,-0.143595,0.176246,0.137198,-0.008131,-0.075388,0.219694,0.112273,#,#,#,#,#,#,#
21.836000,1.130490,-0.191770,0.108255,0.164794,-0.007301,-0.082952,0.223516,0.117876,#,#,#,#,#,#,#
21.938000,1.100141,-0.226888,0.061715,0.182322,-0.007106,-0.091636,0.224451,0.120992,#,#,#,#,#,#,#
22.040000,1.067894,-0.221244,0.076934,0.176237,-0.007153,-0.098397,0.220174,0.118643,#,#,#,#,#,#,#
22.142000,1.043823,-0.185451,0.136710,0.152773,-0.007690,-0.101158,0.213058,0.112418,#,#,#,#,#,#,#
22.244000,1.026967,-0.140751,0.208348,0.123114,-0.008628,-0.101289,0.205371,0.105065,#,#,#,#,#,#,#
22.346000,1.013707,-0.097783,0.277082,0.093047,-0.009580,-0.100339,0.197948,0.097745,#,#,#,#,#,#,#
22.448000,1.002209,-0.058285,0.341144,0.063514,-0.010479,-0.098892,0.190814,0.090573,#,#,#,#,#,#,#
