time,a1m,a2m,a3m,a4m,a5m,x,y,z,cx,cy,cz,x_min,x_max,y_min,y_max
12.922000,1.391799,0.153520,0.675609,-0.141756,-0.008679,-0.010209,0.173588,0.049219,#,#,#,#,#,#,#
13.022000,1.448047,0.139467,0.665129,-0.134562,-0.008661,-0.000601,0.176147,0.049233,#,#,#,#,#,#,#
13.122000,1.484027,0.121146,0.641655,-0.119583,-0.008553,0.005563,0.180022,0.051394,#,#,#,#,#,#,#
13.222000,1.488251,0.099780,0.600135,-0.094443,-0.007901,0.005889,0.186193,0.057220,#,#,#,#,#,#,#
13.322000,1.482363,0.075140,0.550250,-0.065192,-0.006908,0.004184,0.193203,0.064509,#,#,#,#,#,#,#
13.422000,1.475290,0.047035,0.497507,-0.035244,-0.005854,0.002139,0.200204,0.071864,#,#,#,#,#,#,#
13.522000,1.469214,0.015525,0.442646,-0.005209,-0.004793,0.000210,0.207101,0.079028,#,#,#,#,#,#,#
13.622000,1.463972,-0.019292,0.385014,0.025086,-0.003707,-0.001621,0.213964,0.086102,#,#,#,#,#,#,#
13.722000,1.459164,-0.057409,0.323998,0.055754,-0.002583,-0.003428,0.220829,0.093168,#,#,#,#,#,#,#
13.822000,1.454630,-0.098932,0.259120,0.086782,-0.001423,-0.005240,0.227702,0.100244,#,#,#,#,#,#,#
13.922000,1.450341,-0.144055,0.189864,0.118097,-0.000233,-0.007059,0.234579,0.107326,#,#,#,#,#,#,#
14.022000,1.446181,-0.192908,0.115799,0.149499,0.000970,-0.008899,0.241438,0.114392,#,#,#,#,#,#,#
14.122000,1.430899,-0.223973,0.066489,0.169253,0.001313,-0.013093,0.245423,0.119305,#,#,#,#,#,#,#
14.222000,1.396762,-0.223835,0.061942,0.171073,0.001310,-0.021429,0.244669,0.120536,#,#,#,#,#,#,#
14.322000,1.355153,-0.214662,0.071266,0.168801,0.001303,-0.031358,0.242123,0.120609,#,#,#,#,#,#,#
14.422000,1.313050,-0.207373,0.079349,0.167238,0.001300,-0.041308,0.239300,0.120540,#,#,#,#,#,#,#
14.522000,1.271776,-0.204873,0.082491,0.167123,0.001300,-0.051054,0.236615,0.120486,#,#,#,#,#,#,#
14.622000,1.230975,-0.205151,0.082330,0.167144,0.001304,-0.060661,0.233865,0.120454,#,#,#,#,#,#,#
14.722000,1.190413,-0.209018,0.078582,0.167886,0.001313,-0.070231,0.231090,0.120369,#,#,#,#,#,#,#
14.822000,1.150144,-0.218031,0.069418,0.170475,0.001326,-0.079858,0.228463,0.120350,#,#,#,#,#,#,#
14.922000,1.110314,-0.231443,0.055642,0.174719,0.001341,-0.089519,0.225904,0.120379,#,#,#,#,#,#,#
15.022000,1.071152,-0.248457,0.038202,0.180209,0.001358,-0.099160,0.223341,0.120402,#,#,#,#,#,#,#
15.122000,1.042146,-0.246324,0.048115,0.176012,0.001327,-0.105432,0.219574,0.118479,#,#,#,#,#,#,#
15.222000,1.029113,-0.209861,0.106545,0.153214,0.000740,-0.105783,0.213760,0.112865,#,#,#,#,#,#,#
15.322000,1.021791,-0.161135,0.181731,0.122147,-0.000393,-0.103683,0.206889,0.105691,#,#,#,#,#,#,#
15.422000,1.014157,-0.115014,0.253470,0.090735,-0.001521,-0.101429,0.199856,0.098418,#,#,#,#,#,#,#
15.522000,1.005184,-0.074317,0.318429,0.060718,-0.002507,-0.099472,0.192938,0.091338,#,#,#,#,#,#,#
15.622000,0.995273,-0.037943,0.378427,0.031610,-0.003401,-0.097659,0.186095,0.084352,#,#,#,#,#,#,#
15.722000,0.984690,-0.005007,0.434910,0.002981,-0.004247,-0.095863,0.179265,0.077374,#,#,#,#,#,#,#
15.822000,0.973442,0.024678,0.488403,-0.025224,-0.005050,-0.094053,0.172429,0.070382,#,#,#,#,#,#,#
15.922000,0.961440,0.050995,0.539059,-0.052896,-0.005801,-0.092236,0.165589,0.063383,#,#,#,#,#,#,#
16.022000,0.948788,0.073773,0.586892,-0.079860,-0.006482,-0.090399,0.158772,0.056397,#,#,#,#,#,#,#
16.124000,0.954961,0.096247,0.625353,-0.102260,-0.006761,-0.086225,0.154664,0.051501,#,#,#,#,#,#,#
16.226000,0.995498,0.119736,0.648272,-0.116273,-0.006789,-0.078071,0.155564,0.050362,#,#,#,#,#,#,#
16.328000,1.051654,0.140646,0.663050,-0.125651,-0.006811,-0.068113,0.158434,0.050617,#,#,#,#,#,#,#
16.430000,1.110248,0.156788,0.673985,-0.132548,-0.006829,-0.057967,0.161386,0.050908,#,#,#,#,#,#,#
16.532000,1.168455,0.167616,0.681703,-0.137164,-0.006842,-0.048009,0.164127,0.051021,#,#,#,#,#,#,#
16.634000,1.226701,0.173097,0.685841,-0.139197,-0.006850,-0.038153,0.166783,0.051058,#,#,#,#,#,#,#
16.736000,1.285240,0.173857,0.686533,-0.139289,-0.006853,-0.028285,0.169348,0.051061,#,#,#,#,#,#,#
16.838000,1.343829,0.171052,0.685132,-0.138383,-0.006848,-0.018344,0.171607,0.050905,#,#,#,#,#,#,#
16.940000,1.402025,0.161651,0.678641,-0.133990,-0.006834,-0.008473,0.174041,0.050808,#,#,#,#,#,#,#
17.042000,1.458201,0.146151,0.666559,-0.125854,-0.006813,0.001154,0.176731,0.050938,#,#,#,#,#,#,#
17.144000,1.486952,0.126233,0.637954,-0.108011,-0.006615,0.006015,0.181232,0.054025,#,#,#,#,#,#,#
17.246000,1.487249,0.102778,0.592288,-0.080764,-0.005819,0.005569,0.187855,0.060512,#,#,#,#,#,#,#
17.348000,1.480480,0.075791,0.539829,-0.050467,-0.004763,0.003652,0.195041,0.068036,#,#,#,#,#,#,#
17.450000,1.473481,0.045279,0.484902,-0.019835,-0.003679,0.001584,0.202148,0.075484,#,#,#,#,#,#,#
17.552000,1.467580,0.011335,0.427624,0.010871,-0.002588,-0.000346,0.209167,0.082752,#,#,#,#,#,#,#
17.654000,1.462402,-0.025982,0.367239,0.041861,-0.001470,-0.002200,0.216166,0.089960,#,#,#,#,#,#,#
17.756000,1.457598,-0.066725,0.303141,0.073214,-0.000315,-0.004044,0.223172,0.097171,#,#,#,#,#,#,#
17.858000,1.453062,-0.111036,0.234829,0.104881,0.000873,-0.005895,0.230184,0.104392,#,#,#,#,#,#,#
17.960000,1.448779,-0.159197,0.161660,0.136786,0.002087,-0.007752,0.237201,0.111616,#,#,#,#,#,#,#
18.062000,1.442680,-0.207567,0.088378,0.166675,0.003118,-0.010012,0.243714,0.118463,#,#,#,#,#,#,#
18.164000,1.418244,-0.224117,0.059347,0.177801,0.003162,-0.016224,0.245503,0.121757,#,#,#,#,#,#,#
18.266000,1.378785,-0.217958,0.063971,0.176743,0.003156,-0.025740,0.243653,0.122217,#,#,#,#,#,#,#
18.368000,1.335692,-0.208643,0.073975,0.174487,0.003150,-0.035964,0.240818,0.122174,#,#,#,#,#,#,#
18.470000,1.293154,-0.203427,0.079966,0.173785,0.003148,-0.046006,0.237997,0.122125,#,#,#,#,#,#,#
18.572000,1.251344,-0.202717,0.081044,0.173785,0.003151,-0.055876,0.235275,0.122073,#,#,#,#,#,#,#
18.674000,1.209857,-0.204385,0.079520,0.173974,0.003157,-0.065634,0.232408,0.122005,#,#,#,#,#,#,#
18.776000,1.168626,-0.211191,0.072677,0.175664,0.003169,-0.075426,0.229663,0.121949,#,#,#,#,#,#,#
18.878000,1.127779,-0.222991,0.060558,0.179207,0.003183,-0.085270,0.227033,0.121963,#,#,#,#,#,#,#
18.980000,1.087471,-0.238984,0.044067,0.184257,0.003200,-0.095130,0.224431,0.122002,#,#,#,#,#,#,#
19.082000,1.051453,-0.249872,0.035652,0.186432,0.003201,-0.103737,0.221351,0.121333,#,#,#,#,#,#,#
19.184000,1.032840,-0.224001,0.079279,0.169958,0.002919,-0.106144,0.216164,0.116911,#,#,#,#,#,#,#
19.286000,1.024299,-0.175653,0.153982,0.140194,0.001901,-0.104526,0.209416,0.109931,#,#,#,#,#,#,#
19.388000,1.016913,-0.126203,0.230083,0.107969,0.000724,-0.102163,0.202240,0.102470,#,#,#,#,#,#,#
19.490000,1.008184,-0.082221,0.299141,0.076990,-0.000318,-0.100074,0.195141,0.095189,#,#,#,#,#,#,#
19.592000,0.998326,-0.043170,0.362296,0.047137,-0.001247,-0.098199,0.188146,0.088047,#,#,#,#,#,#,#
19.694000,0.987721,-0.007852,0.421439,0.017834,-0.002120,-0.096368,0.181179,0.080931,#,#,#,#,#,#,#
19.796000,0.976439,0.024123,0.477367,-0.011072,-0.002952,-0.094526,0.174208,0.073803,#,#,#,#,#,#,#
19.898000,0.964398,0.052691,0.530308,-0.039500,-0.003737,-0.092674,0.167232,0.066666,#,#,#,#,#,#,#
20.000000,0.951496,0.077659,0.580365,-0.067310,-0.004459,-0.090819,0.160256,0.059524,#,#,#,#,#,#,#
20.102000,0.950398,0.100638,0.622732,-0.091605,-0.004878,-0.087501,0.155065,0.053781,#,#,#,#,#,#,#
20.204000,0.984726,0.124585,0.648646,-0.107113,-0.004910,-0.080066,0.155096,0.052014,#,#,#,#,#,#,#
20.306000,1.039096,0.146498,0.664717,-0.117126,-0.004933,-0.070309,0.157778,0.052139,#,#,#,#,#,#,#
20.408000,1.097641,0.163865,0.676397,-0.124419,-0.004952,-0.060141,0.160770,0.052465,#,#,#,#,#,#,#
20.510000,1.155922,0.175940,0.684875,-0.129494,-0.004967,-0.050144,0.163548,0.052610,#,#,#,#,#,#,#
20.612000,1.214117,0.182626,0.689841,-0.132068,-0.004976,-0.040276,0.166213,0.052656,#,#,#,#,#,#,#
20.714000,1.272600,0.184156,0.691120,-0.132363,-0.004980,-0.030423,0.168825,0.052667,#,#,#,#,#,#,#
20.816000,1.331214,0.182408,0.690372,-0.131898,-0.004977,-0.020484,0.171119,0.052542,#,#,#,#,#,#,#
20.918000,1.389532,0.174373,0.685035,-0.128354,-0.004966,-0.010597,0.173499,0.052413,#,#,#,#,#,#,#
21.020000,1.446982,0.159923,0.674383,-0.121223,-0.004947,-0.000788,0.176103,0.052419,#,#,#,#,#,#,#
21.122000,1.484035,0.140383,0.650182,-0.106035,-0.004835,0.005562,0.180033,0.054587,#,#,#,#,#,#,#
21.224000,1.488190,0.116802,0.606743,-0.080104,-0.004142,0.005865,0.186340,0.060554,#,#,#,#,#,#,#
21.326000,1.482082,0.089600,0.554571,-0.049993,-0.003100,0.004102,0.193496,0.068001,#,#,#,#,#,#,#
21.428000,1.474901,0.058927,0.499501,-0.019307,-0.002009,0.002018,0.200632,0.075493,#,#,#,#,#,#,#
21.530000,1.468778,0.024885,0.442213,0.011376,-0.000918,0.000060,0.207662,0.082790,#,#,#,#,#,#,#
21.632000,1.463484,-0.012477,0.381967,0.042266,0.000192,-0.001803,0.214662,0.090004,#,#,#,#,#,#,#
21.734000,1.458615,-0.053207,0.318101,0.073480,0.001335,-0.003646,0.221666,0.097213,#,#,#,#,#,#,#
21.836000,1.454023,-0.097438,0.250100,0.104991,0.002510,-0.005496,0.228678,0.104432,#,#,#,#,#,#,#
21.938000,1.449685,-0.145431,0.177352,0.136723,0.003709,-0.007352,0.235694,0.111657,#,#,#,#,#,#,#
22.040000,1.444979,-0.196370,0.100704,0.167933,0.004864,-0.009324,0.242569,0.118774,#,#,#,#,#,#,#
22.142000,1.425266,-0.221595,0.059614,0.183708,0.005031,-0.014500,0.245570,0.122984,#,#,#,#,#,#,#
22.244000,1.387890,-0.218046,0.060190,0.183836,0.005026,-0.023564,0.244199,0.123791,#,#,#,#,#,#,#
22.346000,1.344991,-0.208431,0.070328,0.181550,0.005019,-0.033767,0.241448,0.123792,#,#,#,#,#,#,#
22.448000,1.302255,-0.202101,0.077490,0.180508,0.005017,-0.043859,0.238593,0.123733,#,#,#,#,#,#,#
22.550000,1.260329,-0.200701,0.079412,0.180494,0.005019,-0.053761,0.235878,0.123673,#,#,#,#,#,#,#
22.652000,1.218790,-0.201642,0.078585,0.180568,0.005024,-0.063531,0.233026,0.123625,#,#,#,#,#,#,#
